date,province,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2026-03-08,xskh,658034,45275,73727,88464,1521,30665,95635,88179,13762,4831,14586,70579,4846,5341,4072,606,922,65
2026-03-11,xskh,866862,87359,38628,17502,64111,14548,8365,43457,2801,69899,81290,99816,781,6648,9722,4424,377,87
2026-03-15,xskh,518891,84059,91486,60620,19038,4709,45425,6204,1306,3787,16667,96929,5912,9212,9798,4433,795,50
2026-03-18,xskh,345636,13471,69711,31685,73035,18563,81343,68056,10085,50674,92505,72513,3258,6207,1854,9388,966,15
2026-03-22,xskh,648581,27004,1647,61561,75310,43181,24576,37385,99808,90067,72708,34931,8074,9944,6291,6820,442,6
2026-03-25,xskh,37532,43284,44196,90133,31585,69759,79881,11279,55891,37546,81279,66265,196,308,3362,4966,382,9
2026-03-29,xskh,589049,14275,60044,36543,14112,39480,86251,87076,10908,79047,83601,72446,9406,9580,1046,6087,393,30
2026-04-01,xskh,339568,27697,52567,11864,79213,12713,90705,86627,93595,70912,19100,62731,207,3061,1132,1822,969,97
2026-04-05,xskh,106834,47288,84197,73839,34242,10028,57691,31553,82736,79660,77093,71074,1146,3501,8515,3974,75,22
2026-04-08,xskh,732501,392,14837,15567,85488,72175,23412,90076,15311,53934,89420,68512,2307,3016,1887,1983,43,7
2026-04-12,xskh,243524,70476,99482,76867,76983,19849,1141,5077,86647,30039,85452,68814,9817,6469,928,9060,467,24
2026-04-15,xskh,665456,22308,67088,2256,51834,10783,26573,55511,95617,94206,29692,46252,1402,3849,7188,8671,49,80
2026-04-19,xskh,459645,49854,9173,45634,7053,53704,81665,76044,66774,63239,45270,71400,7075,548,168,1089,276,3
2026-04-22,xskh,573973,755,30184,38315,48976,20238,30410,81930,75148,25799,2603,49218,9738,3446,5873,8720,272,35
2026-04-26,xskh,676666,33562,10575,15623,36831,68028,86231,96026,45819,67732,16683,99555,1871,2399,6445,6230,682,47
2026-04-29,xskh,933564,54085,67106,2538,49793,83357,18119,58185,53830,66919,72846,51862,698,6302,5348,67,139,74
2026-05-03,xskh,150982,22453,82285,86920,54637,57963,19399,86601,8508,84531,97071,10787,4053,2119,5897,5221,478,9
2026-05-06,xskh,102504,35184,62629,16079,72434,6472,88012,26720,68748,2550,61911,1131,2937,6597,8802,9435,578,85
2026-05-10,xskh,150818,22809,12754,10839,82767,23175,57914,76800,7192,87952,57966,16827,3354,8024,4193,8269,815,29
2026-05-13,xskh,413370,51445,59208,77545,35285,16012,77738,9524,21868,89661,55948,98184,1119,8659,1887,8391,265,58
2026-05-17,xskh,899519,1758,74790,82295,83822,25405,14398,34494,98180,12448,17439,47051,322,8874,8146,6648,333,12
2026-05-20,xskh,914016,43462,55773,1544,92194,37705,60499,16419,13718,91139,45302,22005,6713,6691,7549,767,387,28
2026-05-24,xskh,554022,67779,52406,95071,13120,34555,25147,7197,12545,38482,93353,72378,2778,8501,7750,4098,289,32
2026-05-27,xskh,295812,40057,27422,69556,90651,63964,82000,76915,89358,9408,15704,91392,5045,3438,8260,5218,633,31
2026-05-31,xskh,536294,18276,82755,84813,28041,80908,25391,32789,32586,91873,16459,78802,68,2161,5810,1059,765,31
2026-06-03,xskh,863914,40960,70789,38452,1760,36454,7068,21238,98793,13806,40414,15906,1094,8811,5557,3749,887,71
2026-06-07,xskh,838736,26801,72888,80897,59285,13277,18750,10634,64185,56799,29597,51784,9077,7924,5053,9552,774,88
2026-06-10,xskh,87038,7985,32147,32276,56291,53630,28080,28722,29138,61709,53109,41368,6592,631,3069,2118,217,78
2026-06-14,xskh,309580,23860,96426,70829,67954,31740,97589,98291,63545,58946,6064,53378,2833,7984,8651,4941,390,40
2026-06-17,xskh,89399,33934,13157,98052,92923,98138,41482,89264,60801,17618,48564,80802,7717,6932,1660,3996,572,3
2026-06-21,xskh,24130,62122,39826,10827,15443,76814,78355,81750,72329,80699,51961,53181,220,8271,5840,7257,393,93
2026-06-24,xskh,323992,74122,94328,63631,85489,56352,96919,38922,15759,58094,23593,6712,9943,4222,7727,232,677,81
2026-06-28,xskh,866764,64297,42723,14592,47139,99249,59052,97722,47862,97442,96757,75611,6221,4025,8532,1027,904,51
2026-07-01,xskh,835168,51255,43844,49671,3438,99320,19254,37559,27469,30568,9735,58095,837,1578,6872,1946,495,1
2026-07-05,xskh,326063,33780,90374,74635,7311,41086,1024,13066,39502,99050,54892,42596,8688,7724,3711,5653,964,84
2026-07-08,xskh,918917,49246,34174,53763,80018,6448,42825,2908,46814,55279,83027,62021,140,6107,9681,1214,414,34
