date,province,special,prize1,prize2,prize3_1,prize3_2,prize4_1,prize4_2,prize4_3,prize4_4,prize4_5,prize4_6,prize4_7,prize5,prize6_1,prize6_2,prize6_3,prize7,prize8
2025-09-17,xsct,613485,92486,78384,62006,28442,10106,16530,77396,68883,28992,52429,37818,141,3898,9084,9864,548,44
2025-09-24,xsct,452874,85648,52011,77991,2822,97473,16283,83167,7793,36222,16170,23317,1420,5562,9153,239,302,12
2025-10-01,xsct,127021,44355,46106,41040,67631,35618,74743,54509,55809,28189,29228,96543,1123,7445,5159,7254,669,76
2025-10-08,xsct,46439,12476,51574,77271,75981,19253,11513,31723,94233,11524,52858,25082,3263,9089,1882,5222,133,84
2025-10-15,xsct,799218,85724,86045,1290,40630,15030,30046,81819,61211,9511,5991,15080,1421,2583,5951,8933,0,25
2025-10-22,xsct,834441,68664,95336,18784,49787,60651,19569,63094,41357,31534,86209,38583,1239,2748,9078,5689,592,21
2025-10-29,xsct,634611,79281,1240,81033,7449,14831,34140,83726,10729,18594,59274,69867,8934,8426,3603,6850,524,54
2025-11-05,xsct,457079,58888,22009,45585,38067,4616,19422,42829,41643,69872,68976,6484,7141,4747,1277,146,282,76
2025-11-12,xsct,703947,53461,97990,97723,29271,24392,98395,59247,51921,84242,39187,61855,3576,6671,7106,4660,44,31
2025-11-19,xsct,646960,31978,24485,34068,81794,27967,85080,66221,5576,79496,31437,42798,5255,4352,5574,7489,245,38
2025-11-26,xsct,693348,63238,10499,41408,83683,8958,61749,14800,21921,70597,86952,38763,6669,7712,8144,611,434,9
2025-12-03,xsct,452169,17220,35750,94011,84231,46411,6551,14226,16779,55838,76423,79700,5212,1679,5713,477,184,97
2025-12-10,xsct,375492,5173,88682,45313,55483,75232,37632,68479,60203,35922,92009,46574,3256,3626,2263,7933,14,20
2025-12-17,xsct,746597,22517,78765,89186,25491,81962,42756,29235,63489,45403,2649,72647,2481,2045,253,9780,630,5
2025-12-24,xsct,667789,83883,10364,11762,41760,34248,91307,27803,2598,78612,27220,52686,8417,1273,8331,3655,687,85
2025-12-31,xsct,215852,10235,84633,95358,10636,64177,75717,64534,13104,81772,14374,74022,6568,6449,8530,2867,522,99
2026-01-07,xsct,894997,25418,39253,47171,88241,10753,79622,26599,50074,61275,46882,41902,4482,1777,2925,6758,431,1
2026-01-14,xsct,420771,91081,94042,49674,41352,89614,93688,90280,79151,67378,22312,70575,3824,4348,3019,5813,925,66
2026-01-21,xsct,259514,22569,50170,42035,97098,3246,9179,61380,53675,93543,35121,64889,6083,7034,4785,6988,903,21
2026-01-28,xsct,73937,38970,23492,1732,57045,72944,78191,31828,51117,9600,11085,24778,9056,437,2444,2728,925,4
2026-02-04,xsct,983063,69364,79471,65295,6251,14424,76710,74747,47875,82565,30342,85713,3288,7464,3040,9682,531,76
2026-02-11,xsct,827943,9641,38865,99112,2271,39323,76093,16188,39225,30214,50475,56795,2217,5479,3575,5226,773,34
2026-02-18,xsct,618120,49185,85900,49802,95950,78430,17060,69689,82153,43412,11824,12702,4390,1667,4555,8366,961,85
2026-02-25,xsct,630738,62708,43204,59622,64450,48890,48336,58848,11235,39269,3213,50686,2346,6642,9197,4610,58,54
2026-03-04,xsct,64235,38170,93193,84523,67338,20374,22004,6871,56055,99828,40512,84682,8912,9793,4199,3440,483,61
2026-03-11,xsct,530015,48154,38023,70768,39152,74087,66709,54451,55627,49684,32289,21525,6404,2566,314,8916,476,56
2026-03-18,xsct,218956,19582,92785,88407,46867,72389,90129,30671,41968,18710,69830,4822,1295,8627,6625,784,126,31
2026-03-25,xsct,789333,94304,92387,42575,14584,27030,78725,9909,48083,95899,17768,22258,9295,2975,606,4631,515,38
2026-04-01,xsct,379661,98731,33403,96823,82175,1659,48459,83707,6160,64127,64328,44401,1482,47,7452,7566,555,15
2026-04-08,xsct,203649,12347,67603,49345,27373,85644,68894,9144,44040,4670,70638,92636,3576,1636,4610,8977,922,91
2026-04-15,xsct,854211,32126,75484,19580,18435,10315,65370,14475,89675,91407,12204,85353,2393,9679,1349,9018,94,31
2026-04-22,xsct,657749,1514,53275,79867,75266,32985,90812,82176,29985,43047,36724,61571,881,31,2425,5942,175,50
2026-04-29,xsct,211605,9083,54979,45608,68495,40648,81574,61891,29427,5855,35206,42002,5709,556,7442,5759,99,86
2026-05-06,xsct,292205,8619,41519,48290,80609,44901,6684,77749,31254,63143,86256,90104,3832,4203,3106,4935,418,94
2026-05-13,xsct,718304,31597,34709,37583,10648,2197,84591,34572,57331,52534,82906,79613,2935,1445,5891,4941,620,35
2026-05-20,xsct,10158,80536,46029,94196,30101,42745,88840,14567,14353,98459,72906,26148,3165,1981,5829,262,393,94
2026-05-27,xsct,7940,83469,74920,21924,93976,58901,11094,26498,16955,22470,11765,62138,8108,9344,5063,2844,305,94
2026-06-03,xsct,783481,28610,10938,15152,94736,23534,39426,60870,19855,46418,60162,42476,1048,5125,3297,1039,254,48
2026-06-10,xsct,364957,97931,65744,21680,24154,6579,42032,65758,65412,87004,9877,27530,4582,3235,5311,5008,700,63
2026-06-17,xsct,756536,15658,87364,99464,31786,85340,49029,33570,30495,10862,7133,30077,246,5762,363,2817,144,60
2026-06-24,xsct,783007,62596,64365,32613,90185,91239,3431,85348,5875,32953,50880,67662,8203,6222,6083,5766,818,57
2026-07-01,xsct,210203,4258,78383,47326,60434,3373,53884,70056,7429,11028,89572,23095,4078,7091,1328,7354,145,40
2026-07-08,xsct,214463,37814,38961,81701,89733,15745,90096,17661,80852,53410,72295,94913,2659,4415,2927,9735,179,68
